name_court,url_court,plaintiff,respondent,name_company,url_case,date,path,name_pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/ae12db1c-f9ba-48be-843a-49945dd3c33f/A27-8374-2009_20140115_Prochie_sudebnye_dokumenty.pdf,2014-01-15,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/645383bf-57f0-4fe0-81c9-5b4b4e343d22/A27-8374-2009_20140115_Opredelenie.pdf,2014-01-15,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/1a08630a-4996-4965-94ad-1100ffe53d63/A27-8374-2009_20131224_Opredelenie.pdf,2013-12-24,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/67e28fa1-470a-4256-a94b-aa67355579af/A27-8374-2009_20131126_Opredelenie.pdf,2013-11-26,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/795b85e5-6690-40af-aa28-e7026df6a2ad/A27-8374-2009_20131024_Opredelenie.pdf,2013-10-24,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/9964d902-9cf8-4fe0-bd43-199801f6dd4e/A27-8374-2009_20131024_Opredelenie.pdf,2013-10-24,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/452256b6-8d40-4c0f-8e40-9ac67d2223ff/A27-8374-2009_20131015_Opredelenie.pdf,2013-10-15,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/d73cd3ea-164d-44b1-8da7-09c1418b3359/A27-8374-2009_20131010_Opredelenie.pdf,2013-10-10,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/f6978651-502c-425e-a1af-b03af70951bf/A27-8374-2009_20131002_Opredelenie.pdf,2013-10-02,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/e2d15303-6d7f-41c6-96df-d37558a4dcff/A27-8374-2009_20130924_Opredelenie.pdf,2013-09-24,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/04d10fc3-8452-4ca8-9319-130e4fe84ebe/A27-8374-2009_20130919_Opredelenie.pdf,2013-09-19,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/d5078ff7-263b-49b6-bacd-d0ac9c3ffb4e/A27-8374-2009_20130919_Opredelenie.pdf,2013-09-19,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/d39e5291-843c-4be1-a075-96d584399fba/A27-8374-2009_20130902_Opredelenie.pdf,2013-09-02,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/75bc1cb9-f6d0-489b-a1dc-bdc22a45aceb/A27-8374-2009_20130718_Opredelenie.pdf,2013-07-18,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/13636dbe-ddae-4dc3-8ad0-64c8ed2b4fb3/A27-8374-2009_20130709_Opredelenie.pdf,2013-07-09,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/b92a6823-3828-46bc-a9a5-b6b7d88adf00/A27-8374-2009_20130620_Opredelenie.pdf,2013-06-20,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/41ae6c52-116c-45d5-a248-150f7e61c45e/A27-8374-2009_20130613_Opredelenie.pdf,2013-06-13,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/206046fe-4691-4ea1-a553-5d80fe92b7af/A27-8374-2009_20130610_Opredelenie.pdf,2013-06-10,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/aac51809-6b2a-46fc-b2df-752622ea750c/A27-8374-2009_20130528_Opredelenie.pdf,2013-05-28,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
"28.05.2009
А27-8374/2009",https://kad.arbitr.ru/Card/c0527f78-6596-4340-ac8e-40941b8781a8,"70
ЗАО ""САИ-РУСЬ""
ОАО ""Искитимизвесть""","ОАО ""Гурьевский металлургический завод""",Ростикс,https://kad.arbitr.ru/Kad/PdfDocument/c0527f78-6596-4340-ac8e-40941b8781a8/692bf81a-6a85-498a-b646-fae9720ab772/A27-8374-2009_20130520_Opredelenie.pdf,2013-05-20,"/home/oem/Documents/Projects/PythonProjects/parsing-lawsuits/pdf/Ростикс/28.05.2009
А27-8374/2009",A27-8374-2009_20130520_Opredelenie.pdf
